dataset,image_id,complexity
coco-rem,000000325836,0.64429665
coco-rem,000000326408,0.5739582
coco-rem,000000326531,0.6130404
coco-rem,000000326700,0.5944363
coco-rem,000000326811,0.4279331
coco-rem,000000327368,0.60865647
coco-rem,000000327532,0.60261136
coco-rem,000000328066,0.47693247
coco-rem,000000328346,0.48322076
coco-rem,000000328412,0.41592705
coco-rem,000000329097,0.36818844
coco-rem,000000329304,0.42982802
coco-rem,000000329343,0.682296
coco-rem,000000329613,0.6408606
coco-rem,000000329752,0.5109
coco-rem,000000330140,0.52865213
coco-rem,000000330701,0.51553583
coco-rem,000000331162,0.54337835
coco-rem,000000331395,0.61330456
coco-rem,000000332420,0.41921148
coco-rem,000000332943,0.5839267
coco-rem,000000333124,0.47956377
coco-rem,000000333654,0.7969759
coco-rem,000000334752,0.58985555
coco-rem,000000334840,0.49343604
coco-rem,000000334916,0.5690806
coco-rem,000000335874,0.5219224
coco-rem,000000335940,0.4890703
coco-rem,000000336167,0.68343705
coco-rem,000000337146,0.6456421
coco-rem,000000338018,0.51177025
coco-rem,000000338086,0.7059549
coco-rem,000000338121,0.41056117
coco-rem,000000338156,0.3424881
coco-rem,000000338972,0.45847026
coco-rem,000000338980,0.4811922
coco-rem,000000339105,0.5309064
coco-rem,000000339536,0.6940136
coco-rem,000000340060,0.47131014
coco-rem,000000340217,0.51807225
coco-rem,000000340488,0.69968855
coco-rem,000000340804,0.5060192
coco-rem,000000341111,0.42717108
coco-rem,000000341189,0.28352752
coco-rem,000000341232,0.57204306
coco-rem,000000342639,0.5073945
coco-rem,000000342874,0.4893024
coco-rem,000000342996,0.59409904
coco-rem,000000343349,0.7124885
coco-rem,000000343619,0.4319196
coco-rem,000000344190,0.41333836
coco-rem,000000344920,0.43972895
coco-rem,000000345880,0.47283867
coco-rem,000000346469,0.4764757
coco-rem,000000346702,0.40822074
coco-rem,000000346997,0.6179962
coco-rem,000000347292,0.48108214
coco-rem,000000347976,0.5589145
coco-rem,000000348144,0.4795583
coco-rem,000000348314,0.5874149
coco-rem,000000348371,0.430232
coco-rem,000000348602,0.55133945
coco-rem,000000348702,0.6495425
coco-rem,000000349230,0.48565522
coco-rem,000000349344,0.68450195
coco-rem,000000349485,0.84933823
coco-rem,000000350514,0.5516523
coco-rem,000000351148,0.4775556
coco-rem,000000351268,0.47598276
coco-rem,000000351554,0.43740815
coco-rem,000000351621,0.19951479
coco-rem,000000351808,0.55446607
coco-rem,000000352091,0.6305601
coco-rem,000000352480,0.53986514
coco-rem,000000352524,0.38713813
coco-rem,000000352965,0.42554247
coco-rem,000000353981,0.4599202
coco-rem,000000354070,0.5659391
coco-rem,000000354402,0.41376966
coco-rem,000000354827,0.63446224
coco-rem,000000355214,0.4995869
coco-rem,000000355304,0.6162001
coco-rem,000000355425,0.52914435
coco-rem,000000355685,0.6281436
coco-rem,000000355737,0.7178359
coco-rem,000000356153,0.42895553
coco-rem,000000356733,0.47824878
coco-rem,000000357498,0.66330063
coco-rem,000000357805,0.45804825
coco-rem,000000357966,0.4014807
coco-rem,000000358421,0.27661
coco-rem,000000358429,0.52662545
coco-rem,000000358795,0.5413225
coco-rem,000000359131,0.5073183
coco-rem,000000359232,0.60333645
coco-rem,000000359357,0.45892826
coco-rem,000000361030,0.27639648
coco-rem,000000361572,0.7585532
coco-rem,000000361670,0.62217253
coco-rem,000000362314,0.5525599
coco-rem,000000362373,0.6917482
coco-rem,000000363344,0.39295453
coco-rem,000000363986,0.6447088
coco-rem,000000364010,0.478366
coco-rem,000000364079,0.44370013
coco-rem,000000364299,0.43750724
coco-rem,000000364436,0.4243133
coco-rem,000000364683,0.43957
coco-rem,000000365131,0.345432
coco-rem,000000365205,0.39644387
coco-rem,000000365271,0.57767713
coco-rem,000000365353,0.2668976
coco-rem,000000365444,0.45743465
coco-rem,000000365479,0.52687865
coco-rem,000000365652,0.62706906
coco-rem,000000366648,0.53280425
coco-rem,000000366651,0.5361262
coco-rem,000000366789,0.59996283
coco-rem,000000367639,0.35636237
coco-rem,000000368081,0.47287613
coco-rem,000000368541,0.5507231
coco-rem,000000368727,0.5239556
coco-rem,000000369140,0.48620835
coco-rem,000000369296,0.4675553
coco-rem,000000370121,0.48438978
coco-rem,000000370310,0.42858216
coco-rem,000000370831,0.5309556
coco-rem,000000371791,0.6759758
coco-rem,000000372464,0.43632984
coco-rem,000000372536,0.52693164
coco-rem,000000372548,0.504778
coco-rem,000000372625,0.2940648
coco-rem,000000373648,0.5406833
coco-rem,000000373758,0.75613946
coco-rem,000000374829,0.6236407
coco-rem,000000375321,0.5059207
coco-rem,000000375425,0.5698535
coco-rem,000000376490,0.26900014
coco-rem,000000376911,0.5428116
coco-rem,000000377155,0.520621
coco-rem,000000377432,0.7931068
coco-rem,000000377910,0.5415035
coco-rem,000000378618,0.57188433
coco-rem,000000378692,0.51218486
coco-rem,000000378872,0.2939694
coco-rem,000000379067,0.50980586
coco-rem,000000379188,0.3982381
coco-rem,000000379630,0.5094653
coco-rem,000000379672,0.5865625
coco-rem,000000379760,0.47945347
coco-rem,000000380122,0.47512922
coco-rem,000000380271,0.47996098
coco-rem,000000380828,0.6311822
coco-rem,000000381334,0.476294
coco-rem,000000382101,0.45677218
coco-rem,000000382345,0.34729806
coco-rem,000000382563,0.5831586
coco-rem,000000382715,0.56195545
coco-rem,000000382729,0.2802548
coco-rem,000000383210,0.47629535
coco-rem,000000383389,0.5889973
coco-rem,000000383972,0.5298311
coco-rem,000000384422,0.53244114
coco-rem,000000384641,0.5378347
coco-rem,000000384967,0.638404
coco-rem,000000384998,0.4704502
coco-rem,000000385098,0.7383947
coco-rem,000000385272,0.5195721
coco-rem,000000385577,0.5278821
coco-rem,000000385705,0.433227
coco-rem,000000385770,0.52546096
coco-rem,000000386371,0.6297632
coco-rem,000000386589,0.50970626
coco-rem,000000386945,0.43711922
coco-rem,000000387421,0.54515713
coco-rem,000000388880,0.5474462
coco-rem,000000389036,0.42136192
coco-rem,000000389159,0.6565017
coco-rem,000000390179,0.40303782
coco-rem,000000390183,0.4363661
coco-rem,000000390782,0.42204252
coco-rem,000000392099,0.52172816
coco-rem,000000392320,0.7319617
coco-rem,000000392753,0.41539115
coco-rem,000000392871,0.5394814
coco-rem,000000392985,0.46114781
coco-rem,000000393317,0.5792134
coco-rem,000000393493,0.5707314
coco-rem,000000393617,0.5176649
coco-rem,000000393735,0.46466684
coco-rem,000000393887,0.6013868
coco-rem,000000395321,0.5293167
coco-rem,000000395527,0.60498744
coco-rem,000000395749,0.4133741
coco-rem,000000396420,0.8118437
coco-rem,000000396481,0.20057073
coco-rem,000000396661,0.79038113
coco-rem,000000396862,0.6221324
coco-rem,000000397241,0.4158867
coco-rem,000000397365,0.5208863
coco-rem,000000397685,0.3893243
coco-rem,000000398209,0.4350203
coco-rem,000000398419,0.5924868
coco-rem,000000398463,0.38088396
coco-rem,000000399288,0.5320575
coco-rem,000000399540,0.61960256
coco-rem,000000400567,0.5408029
coco-rem,000000400596,0.447145
coco-rem,000000400975,0.44232693
coco-rem,000000401251,0.37173212
coco-rem,000000401398,0.4091593
coco-rem,000000401416,0.44670334
coco-rem,000000401499,0.31229296
coco-rem,000000401785,0.78198063
coco-rem,000000402378,0.44397765
coco-rem,000000402420,0.46935388
coco-rem,000000402671,0.41840613
coco-rem,000000402759,0.6037654
coco-rem,000000402806,0.42692977
coco-rem,000000402855,0.45262912
coco-rem,000000403143,0.5182562
coco-rem,000000403150,0.44263622
coco-rem,000000403830,0.47579184
coco-rem,000000403853,0.4842274
coco-rem,000000404222,0.40061462
coco-rem,000000404271,0.3468539
coco-rem,000000404471,0.46797806
coco-rem,000000404579,0.5227956
coco-rem,000000404929,0.37838575
coco-rem,000000405271,0.6862426
coco-rem,000000405605,0.5910234
coco-rem,000000406908,0.4686465
coco-rem,000000407990,0.3672709
coco-rem,000000409239,0.4721803
coco-rem,000000409364,0.43345273
coco-rem,000000409707,0.5656529
coco-rem,000000409956,0.24596457
coco-rem,000000410373,0.49403968
coco-rem,000000410590,0.61275977
coco-rem,000000411343,0.49256313
coco-rem,000000412510,0.45976815
coco-rem,000000412914,0.6012957
coco-rem,000000413600,0.3893338
coco-rem,000000413626,0.566519
coco-rem,000000413970,0.5665742
coco-rem,000000415856,0.5304267
coco-rem,000000416048,0.46880913
coco-rem,000000416188,0.49370193
coco-rem,000000416202,0.31695879
coco-rem,000000416705,0.5235107
coco-rem,000000417219,0.5435545
coco-rem,000000417440,0.35039955
coco-rem,000000417766,0.48209542
coco-rem,000000418297,0.4590061
coco-rem,000000418653,0.3875467
coco-rem,000000418692,0.503074
coco-rem,000000419216,0.6189967
coco-rem,000000419483,0.85920024
coco-rem,000000419767,0.49360758
coco-rem,000000419819,0.3723889
coco-rem,000000420411,0.60150594
coco-rem,000000420490,0.5698773
coco-rem,000000421360,0.70165706
coco-rem,000000421889,0.53087825
coco-rem,000000422279,0.52975863
coco-rem,000000423161,0.6135741
coco-rem,000000423165,0.5052916
coco-rem,000000423534,0.51831746
coco-rem,000000423717,0.4233075
coco-rem,000000424370,0.3244881
coco-rem,000000424544,0.4336555
coco-rem,000000424554,0.46613207
coco-rem,000000424637,0.5311664
coco-rem,000000424989,0.50024825
coco-rem,000000425000,0.5237796
coco-rem,000000426064,0.47604856
coco-rem,000000426128,0.5670273
coco-rem,000000426252,0.5368948
coco-rem,000000426377,0.6853362
coco-rem,000000426551,0.59940946
coco-rem,000000426975,0.5695848
coco-rem,000000427232,0.38924605
coco-rem,000000427382,0.46213102
coco-rem,000000427449,0.60180527
coco-rem,000000427802,0.4916952
coco-rem,000000427958,0.41796634
coco-rem,000000428079,0.32084855
coco-rem,000000428152,0.57604396
coco-rem,000000428263,0.5447676
coco-rem,000000428391,0.42246097
coco-rem,000000428440,0.5652802
coco-rem,000000428786,0.41741002
coco-rem,000000429741,0.5056086
coco-rem,000000429990,0.49809417
coco-rem,000000430281,0.42637295
coco-rem,000000430319,0.46622816
coco-rem,000000430489,0.4173906
coco-rem,000000430583,0.5751091
coco-rem,000000430660,0.7266175
coco-rem,000000431660,0.49085364
coco-rem,000000431853,0.5933438
coco-rem,000000432120,0.40552345
coco-rem,000000432417,0.52315277
coco-rem,000000432569,0.52289724
coco-rem,000000432615,0.53550035
coco-rem,000000432796,0.54776645
coco-rem,000000432997,0.60502505
coco-rem,000000433446,0.5312909
coco-rem,000000433968,0.24181777
coco-rem,000000434326,0.4262134
coco-rem,000000435076,0.7266163
coco-rem,000000435377,0.58795816
coco-rem,000000435750,0.4205973
coco-rem,000000435764,0.5172451
coco-rem,000000436511,0.56333566
coco-rem,000000436571,0.5414111
coco-rem,000000436605,0.4554033
coco-rem,000000436611,0.49044096
coco-rem,000000437209,0.44781685
coco-rem,000000437892,0.55746484
coco-rem,000000438539,0.5060474
coco-rem,000000438617,0.285106
coco-rem,000000439288,0.4484349
coco-rem,000000439486,0.37853715
coco-rem,000000439837,0.58670276
coco-rem,000000439874,0.44970658
coco-rem,000000440329,0.6479952
coco-rem,000000440387,0.45301983
coco-rem,000000440891,0.64069766
coco-rem,000000441473,0.44400084
coco-rem,000000441824,0.32053936
coco-rem,000000442232,0.49391797
coco-rem,000000442811,0.43410984
coco-rem,000000443635,0.67875123
coco-rem,000000443964,0.43452924
coco-rem,000000445087,0.5305504
coco-rem,000000445745,0.38299158
coco-rem,000000446354,0.6673116
coco-rem,000000446500,0.46024188
coco-rem,000000446670,0.40106404
coco-rem,000000447224,0.3178505
coco-rem,000000447448,0.65134174
coco-rem,000000447983,0.41809776
coco-rem,000000448759,0.39991403
coco-rem,000000448826,0.5494061
coco-rem,000000448944,0.48783955
coco-rem,000000449598,0.44495252
coco-rem,000000449712,0.6241871
coco-rem,000000450107,0.45030203
coco-rem,000000450543,0.43483856
coco-rem,000000450724,0.43843535
coco-rem,000000450800,0.48820785
coco-rem,000000452783,0.42617583
coco-rem,000000453352,0.4871424
coco-rem,000000454867,0.5134971
coco-rem,000000455363,0.4287206
coco-rem,000000455481,0.4685968
coco-rem,000000455548,0.46348834
coco-rem,000000456833,0.5084126
coco-rem,000000457168,0.69334567
coco-rem,000000458156,0.40352303
coco-rem,000000458361,0.6359763
coco-rem,000000458401,0.5688443
coco-rem,000000458611,0.52421236
coco-rem,000000458802,0.4782033
coco-rem,000000458870,0.3625956
coco-rem,000000458935,0.6115447
coco-rem,000000459537,0.1696067
coco-rem,000000459566,0.4731714
coco-rem,000000459585,0.23897292
coco-rem,000000460038,0.5234876
coco-rem,000000460370,0.5810589
coco-rem,000000460496,0.5352648
coco-rem,000000460858,0.30364862
coco-rem,000000461365,0.37734625
coco-rem,000000462565,0.6051112
coco-rem,000000463452,0.34345415
coco-rem,000000463581,0.42017037
coco-rem,000000464296,0.45845014
coco-rem,000000464602,0.25875252
coco-rem,000000466197,0.45070413
coco-rem,000000466599,0.5981288
coco-rem,000000466665,0.43770114
coco-rem,000000467145,0.724021
coco-rem,000000467432,0.5647961
coco-rem,000000467686,0.51969606
coco-rem,000000467939,0.4984861
coco-rem,000000468346,0.60965073
coco-rem,000000469195,0.52993125
coco-rem,000000469300,0.47525132
coco-rem,000000469896,0.36601964
coco-rem,000000470004,0.6230729
coco-rem,000000470112,0.5079177
coco-rem,000000470442,0.59315974
coco-rem,000000470516,0.47719517
coco-rem,000000470770,0.5610574
coco-rem,000000471039,0.5826955
coco-rem,000000471330,0.38783082
coco-rem,000000471895,0.44454885
coco-rem,000000472054,0.7081122
coco-rem,000000472253,0.7024318
coco-rem,000000472405,0.57312804
coco-rem,000000472614,0.60745555
coco-rem,000000472630,0.43041065
coco-rem,000000472690,0.6293103
coco-rem,000000474031,0.58429605
coco-rem,000000474953,0.43870527
coco-rem,000000475403,0.59345573
coco-rem,000000475621,0.4910872
coco-rem,000000475808,0.65237606
coco-rem,000000476080,0.62081254
coco-rem,000000477259,0.6976168
coco-rem,000000477622,0.41138998
coco-rem,000000477718,0.54117966
coco-rem,000000478005,0.54989594
coco-rem,000000478380,0.58358634
coco-rem,000000478805,0.5763784
coco-rem,000000478922,0.53215396
coco-rem,000000480014,0.5528885
coco-rem,000000480057,0.6642613
coco-rem,000000480576,0.50487214
coco-rem,000000482122,0.51400834
coco-rem,000000482984,0.40391818
coco-rem,000000483047,0.4950955
coco-rem,000000483611,0.5060931
coco-rem,000000483923,0.40520555
coco-rem,000000483941,0.3624793
coco-rem,000000484579,0.60443246
coco-rem,000000485142,0.38237908
coco-rem,000000485447,0.56566596
coco-rem,000000485946,0.27084392
coco-rem,000000486503,0.53265804
coco-rem,000000486513,0.63283217
coco-rem,000000486571,0.60974884
coco-rem,000000487612,0.5284553
coco-rem,000000487970,0.39387962
coco-rem,000000488731,0.4602967
coco-rem,000000488796,0.49523947
coco-rem,000000489900,0.49141514
coco-rem,000000490044,0.75739497
coco-rem,000000490244,0.52151537
coco-rem,000000490405,0.63744164
coco-rem,000000490461,0.44355303
coco-rem,000000491211,0.34757605
coco-rem,000000491384,0.6031618
coco-rem,000000491681,0.3305115
coco-rem,000000491831,0.73996454
coco-rem,000000491872,0.354186
coco-rem,000000492183,0.51469636
coco-rem,000000492215,0.56631833
coco-rem,000000492817,0.46680525
coco-rem,000000493294,0.5190672
coco-rem,000000493707,0.54828566
coco-rem,000000493760,0.5469952
coco-rem,000000493840,0.5782932
coco-rem,000000495356,0.42382342
coco-rem,000000495692,0.5355734
coco-rem,000000496097,0.54784614
coco-rem,000000496274,0.56833136
coco-rem,000000496313,0.59657633
coco-rem,000000496339,0.35120744
coco-rem,000000496430,0.51910144
coco-rem,000000496687,0.43268323
coco-rem,000000497273,0.6183145
coco-rem,000000497873,0.61688346
coco-rem,000000498022,0.514359
coco-rem,000000498371,0.42312834
coco-rem,000000498436,0.54030454
coco-rem,000000498915,0.40541497
coco-rem,000000498988,0.45102575
coco-rem,000000499168,0.45832425
coco-rem,000000499274,0.45426065
coco-rem,000000499627,0.43338192
coco-rem,000000500071,0.45221323
coco-rem,000000501054,0.40277353
coco-rem,000000502126,0.55390036
coco-rem,000000502197,0.593526
coco-rem,000000502712,0.49892002
coco-rem,000000502978,0.4619791
coco-rem,000000503569,0.42508566
coco-rem,000000503860,0.5718195
coco-rem,000000504769,0.4561118
coco-rem,000000505188,0.51162136
coco-rem,000000505520,0.3949066
coco-rem,000000505919,0.42353526
coco-rem,000000506371,0.18833031
coco-rem,000000506388,0.3952396
coco-rem,000000507263,0.71627975
coco-rem,000000507871,0.4405375
coco-rem,000000508004,0.373036
coco-rem,000000508087,0.70872366
coco-rem,000000508430,0.50679445
coco-rem,000000509811,0.6630249
coco-rem,000000511026,0.65022165
coco-rem,000000511639,0.6847442
coco-rem,000000511774,0.45454797
coco-rem,000000511929,0.33694103
coco-rem,000000512380,0.35730663
coco-rem,000000512436,0.456616
coco-rem,000000512845,0.44063532
coco-rem,000000512864,0.4308723
coco-rem,000000513434,0.5435094
coco-rem,000000513574,0.64484626
coco-rem,000000513690,0.36098012
coco-rem,000000513899,0.44117397
coco-rem,000000513946,0.40167576
coco-rem,000000514016,0.56452024
coco-rem,000000514321,0.433018
coco-rem,000000515392,0.34716845
coco-rem,000000515837,0.5378808
coco-rem,000000516088,0.41752815
coco-rem,000000516782,0.5747851
coco-rem,000000517007,0.51760817
coco-rem,000000517032,0.542219
coco-rem,000000517748,0.50511134
coco-rem,000000518027,0.47192594
coco-rem,000000518858,0.67574626
coco-rem,000000518889,0.42122328
coco-rem,000000518932,0.54579645
coco-rem,000000519035,0.4536743
coco-rem,000000519076,0.57945985
coco-rem,000000519707,0.63324785
coco-rem,000000521232,0.6186709
coco-rem,000000521306,0.37961933
coco-rem,000000521533,0.43613756
coco-rem,000000521620,0.46226448
coco-rem,000000521652,0.62957954
coco-rem,000000521752,0.598899
coco-rem,000000522061,0.46109363
coco-rem,000000522452,0.5021075
coco-rem,000000522930,0.48108605
coco-rem,000000523468,0.64772004
coco-rem,000000523754,0.57970726
coco-rem,000000524059,0.4222084
coco-rem,000000524956,0.61933404
coco-rem,000000525087,0.5998221
coco-rem,000000525615,0.49770048
coco-rem,000000525813,0.51854587
coco-rem,000000525880,0.48560095
coco-rem,000000526085,0.5642798
coco-rem,000000526227,0.41403428
coco-rem,000000526432,0.6152466
coco-rem,000000527219,0.5000966
coco-rem,000000527518,0.42582935
coco-rem,000000527906,0.4688016
coco-rem,000000527994,0.49063107
coco-rem,000000528341,0.42338225
coco-rem,000000528957,0.6767364
coco-rem,000000529061,0.46618193
coco-rem,000000529787,0.4541686
coco-rem,000000530160,0.19418684
coco-rem,000000530313,0.6351847
coco-rem,000000530384,0.5758185
coco-rem,000000530599,0.52633005
coco-rem,000000530631,0.75655556
coco-rem,000000530758,0.6274414
coco-rem,000000530863,0.52352756
coco-rem,000000532245,0.79081196
coco-rem,000000532260,0.6646243
coco-rem,000000532817,0.66780037
coco-rem,000000533137,0.4494726
coco-rem,000000533677,0.40314543
coco-rem,000000534736,0.7092457
coco-rem,000000535013,0.29939425
coco-rem,000000535151,0.46668497
coco-rem,000000535179,0.47635615
coco-rem,000000536200,0.4848199
coco-rem,000000536237,0.47609547
coco-rem,000000536366,0.41519022
coco-rem,000000536605,0.43736252
coco-rem,000000536949,0.5913466
coco-rem,000000537248,0.5660806
coco-rem,000000537337,0.5842002
coco-rem,000000538187,0.5327418
coco-rem,000000539793,0.6340191
coco-rem,000000540068,0.35043547
coco-rem,000000540342,0.57140774
coco-rem,000000541493,0.4150361
coco-rem,000000541783,0.48676243
coco-rem,000000541999,0.6087162
coco-rem,000000542325,0.5223814
coco-rem,000000542472,0.57609284
coco-rem,000000543166,0.51764923
coco-rem,000000543836,0.47731182
coco-rem,000000544329,0.44072703
coco-rem,000000544615,0.5171864
coco-rem,000000545022,0.6295785
coco-rem,000000545181,0.53712976
coco-rem,000000545293,0.50590384
coco-rem,000000546147,0.5776947
coco-rem,000000546159,0.5859727
coco-rem,000000546352,0.5680812
coco-rem,000000546480,0.5509792
coco-rem,000000546952,0.5771138
coco-rem,000000547644,0.48819524
coco-rem,000000549224,0.5119989
coco-rem,000000549410,0.38864022
coco-rem,000000549797,0.38861117
coco-rem,000000550056,0.59740067
coco-rem,000000550392,0.52467954
coco-rem,000000550477,0.4341509
coco-rem,000000550597,0.4921832
coco-rem,000000550643,0.57655925
coco-rem,000000550842,0.34407273
coco-rem,000000551170,0.41905904
coco-rem,000000551515,0.42886317
coco-rem,000000552159,0.6711875
coco-rem,000000552222,0.32139316
coco-rem,000000552336,0.36708426
coco-rem,000000554106,0.5197157
coco-rem,000000554587,0.6619018
coco-rem,000000554643,0.3590277
coco-rem,000000555101,0.46527487
coco-rem,000000555847,0.40389
coco-rem,000000556360,0.45649922
coco-rem,000000557065,0.3521643
coco-rem,000000557811,0.43447727
coco-rem,000000557812,0.35763597
coco-rem,000000557922,0.48674515
coco-rem,000000557985,0.51233786
coco-rem,000000559039,0.5339329
coco-rem,000000559463,0.586183
coco-rem,000000560123,0.56706375
coco-rem,000000560158,0.5632693
coco-rem,000000560254,0.5416908
coco-rem,000000560511,0.5222374
coco-rem,000000560976,0.42302766
coco-rem,000000561047,0.4261328
coco-rem,000000561589,0.5883865
coco-rem,000000562008,0.5306629
coco-rem,000000563258,0.5489029
coco-rem,000000563301,0.5319285
coco-rem,000000563809,0.6160052
coco-rem,000000564803,0.5378218
coco-rem,000000564936,0.34435856
coco-rem,000000565070,0.529059
coco-rem,000000565245,0.5645427
coco-rem,000000565405,0.5433128
coco-rem,000000565625,0.30889848
coco-rem,000000566668,0.6298494
coco-rem,000000566927,0.4634718
coco-rem,000000567495,0.39505005
coco-rem,000000567764,0.45751247
coco-rem,000000568137,0.4686224
coco-rem,000000568155,0.49023297
coco-rem,000000568256,0.47887114
coco-rem,000000568396,0.4845458
coco-rem,000000568459,0.5174942
coco-rem,000000569437,0.5139904
coco-rem,000000569769,0.51034135
coco-rem,000000570023,0.66080296
coco-rem,000000570268,0.5485586
coco-rem,000000570963,0.58027214
coco-rem,000000571185,0.4760504
coco-rem,000000572016,0.4567649
coco-rem,000000572572,0.46762428
coco-rem,000000572786,0.4975109
coco-rem,000000573357,0.6129977
coco-rem,000000573622,0.55671155
coco-rem,000000574135,0.45952955
coco-rem,000000574208,0.4248997
coco-rem,000000574537,0.47279495
coco-rem,000000574623,0.49277648
coco-rem,000000575361,0.57607275
coco-rem,000000575909,0.46371838
coco-rem,000000576397,0.6098802
coco-rem,000000576709,0.5593948
coco-rem,000000576857,0.73891056
coco-rem,000000577843,0.5060303
coco-rem,000000578060,0.5405009
coco-rem,000000579303,0.49662805
coco-rem,000000579463,0.51755303
coco-rem,000000579548,0.5195437
coco-rem,000000579909,0.53715694
coco-rem,000000580975,0.60226965
coco-rem,000000581766,0.35571507
