dataset,image_id,count,log_count
coco-rem,000000250877,21,3.0910424533583156
coco-rem,000000251232,1,0.6931471805599453
coco-rem,000000251242,18,2.9444389791664403
coco-rem,000000252608,14,2.70805020110221
coco-rem,000000253095,22,3.1354942159291497
coco-rem,000000253170,6,1.9459101490553132
coco-rem,000000253212,15,2.772588722239781
coco-rem,000000253474,55,4.025351690735149
coco-rem,000000253693,5,1.791759469228055
coco-rem,000000255093,55,4.025351690735149
coco-rem,000000255665,10,2.3978952727983707
coco-rem,000000255741,3,1.3862943611198906
coco-rem,000000256031,2,1.0986122886681096
coco-rem,000000256101,2,1.0986122886681096
coco-rem,000000256284,4,1.6094379124341003
coco-rem,000000256550,3,1.3862943611198906
coco-rem,000000256648,5,1.791759469228055
coco-rem,000000258017,13,2.6390573296152584
coco-rem,000000258089,8,2.197224577336219
coco-rem,000000258136,1,0.6931471805599453
coco-rem,000000258327,17,2.8903717578961645
coco-rem,000000258676,4,1.6094379124341003
coco-rem,000000258792,4,1.6094379124341003
coco-rem,000000258837,24,3.2188758248682006
coco-rem,000000259491,4,1.6094379124341003
coco-rem,000000259884,15,2.772588722239781
coco-rem,000000260129,11,2.4849066497880004
coco-rem,000000260230,40,3.7135720667043075
coco-rem,000000261026,20,3.044522437723423
coco-rem,000000261585,23,3.1780538303479453
coco-rem,000000262359,35,3.58351893845611
coco-rem,000000263008,9,2.3025850929940455
coco-rem,000000263668,11,2.4849066497880004
coco-rem,000000264502,3,1.3862943611198906
coco-rem,000000264619,7,2.0794415416798357
coco-rem,000000264930,5,1.791759469228055
coco-rem,000000264962,4,1.6094379124341003
coco-rem,000000265253,17,2.8903717578961645
coco-rem,000000265677,50,3.9318256327243257
coco-rem,000000266442,2,1.0986122886681096
coco-rem,000000266518,2,1.0986122886681096
coco-rem,000000266533,13,2.6390573296152584
coco-rem,000000267152,17,2.8903717578961645
coco-rem,000000267284,21,3.0910424533583156
coco-rem,000000267691,16,2.833213344056216
coco-rem,000000268579,2,1.0986122886681096
coco-rem,000000268739,18,2.9444389791664403
coco-rem,000000268927,4,1.6094379124341003
coco-rem,000000269033,3,1.3862943611198906
coco-rem,000000269168,3,1.3862943611198906
coco-rem,000000269306,9,2.3025850929940455
coco-rem,000000269325,4,1.6094379124341003
coco-rem,000000269346,100,4.61512051684126
coco-rem,000000269843,14,2.70805020110221
coco-rem,000000270330,2,1.0986122886681096
coco-rem,000000270586,7,2.0794415416798357
coco-rem,000000271310,41,3.737669618283368
coco-rem,000000271364,2,1.0986122886681096
coco-rem,000000271461,15,2.772588722239781
coco-rem,000000271490,10,2.3978952727983707
coco-rem,000000271495,21,3.0910424533583156
coco-rem,000000271897,12,2.5649493574615367
coco-rem,000000271943,1,0.6931471805599453
coco-rem,000000272487,1,0.6931471805599453
coco-rem,000000273600,2,1.0986122886681096
coco-rem,000000273808,48,3.8918202981106265
coco-rem,000000274753,12,2.5649493574615367
coco-rem,000000275450,11,2.4849066497880004
coco-rem,000000275631,12,2.5649493574615367
coco-rem,000000275657,10,2.3978952727983707
coco-rem,000000275930,12,2.5649493574615367
coco-rem,000000276169,2,1.0986122886681096
coco-rem,000000277089,20,3.044522437723423
coco-rem,000000279373,16,2.833213344056216
coco-rem,000000280087,2,1.0986122886681096
coco-rem,000000280814,44,3.8066624897703196
coco-rem,000000281210,1,0.6931471805599453
coco-rem,000000281431,5,1.791759469228055
coco-rem,000000281679,31,3.4657359027997265
coco-rem,000000283874,46,3.8501476017100584
coco-rem,000000284324,1,0.6931471805599453
coco-rem,000000284333,1,0.6931471805599453
coco-rem,000000284366,3,1.3862943611198906
coco-rem,000000284386,2,1.0986122886681096
coco-rem,000000285457,3,1.3862943611198906
coco-rem,000000285603,35,3.58351893845611
coco-rem,000000286348,2,1.0986122886681096
coco-rem,000000286450,6,1.9459101490553132
coco-rem,000000286760,12,2.5649493574615367
coco-rem,000000287228,1,0.6931471805599453
coco-rem,000000287235,5,1.791759469228055
coco-rem,000000288114,5,1.791759469228055
coco-rem,000000288219,3,1.3862943611198906
coco-rem,000000288724,12,2.5649493574615367
coco-rem,000000288906,50,3.9318256327243257
coco-rem,000000289245,15,2.772588722239781
coco-rem,000000289510,52,3.9702919135521215
coco-rem,000000290282,10,2.3978952727983707
coco-rem,000000290379,18,2.9444389791664403
coco-rem,000000290400,1,0.6931471805599453
coco-rem,000000291788,1,0.6931471805599453
coco-rem,000000291898,10,2.3978952727983707
coco-rem,000000292227,2,1.0986122886681096
coco-rem,000000292257,10,2.3978952727983707
coco-rem,000000292901,2,1.0986122886681096
coco-rem,000000293072,12,2.5649493574615367
coco-rem,000000293165,21,3.0910424533583156
coco-rem,000000293946,2,1.0986122886681096
coco-rem,000000294943,12,2.5649493574615367
coco-rem,000000295269,24,3.2188758248682006
coco-rem,000000295334,12,2.5649493574615367
coco-rem,000000295655,13,2.6390573296152584
coco-rem,000000295823,14,2.70805020110221
coco-rem,000000297175,3,1.3862943611198906
coco-rem,000000297220,6,1.9459101490553132
coco-rem,000000297273,74,4.31748811353631
coco-rem,000000297370,12,2.5649493574615367
coco-rem,000000298004,3,1.3862943611198906
coco-rem,000000298067,9,2.3025850929940455
coco-rem,000000298225,3,1.3862943611198906
coco-rem,000000298405,9,2.3025850929940455
coco-rem,000000298540,17,2.8903717578961645
coco-rem,000000298657,8,2.197224577336219
coco-rem,000000299764,7,2.0794415416798357
coco-rem,000000300501,10,2.3978952727983707
coco-rem,000000300782,6,1.9459101490553132
coco-rem,000000300786,85,4.454347296253507
coco-rem,000000301110,36,3.6109179126442243
coco-rem,000000301950,6,1.9459101490553132
coco-rem,000000301965,15,2.772588722239781
coco-rem,000000301977,113,4.736198448394496
coco-rem,000000302489,31,3.4657359027997265
coco-rem,000000303520,21,3.0910424533583156
coco-rem,000000304523,12,2.5649493574615367
coco-rem,000000304530,30,3.4339872044851463
coco-rem,000000304789,13,2.6390573296152584
coco-rem,000000305093,8,2.197224577336219
coco-rem,000000305501,7,2.0794415416798357
coco-rem,000000306178,7,2.0794415416798357
coco-rem,000000306947,2,1.0986122886681096
coco-rem,000000307272,11,2.4849066497880004
coco-rem,000000307583,1,0.6931471805599453
coco-rem,000000307757,8,2.197224577336219
coco-rem,000000310390,9,2.3025850929940455
coco-rem,000000310538,52,3.9702919135521215
coco-rem,000000310553,5,1.791759469228055
coco-rem,000000310633,7,2.0794415416798357
coco-rem,000000310772,12,2.5649493574615367
coco-rem,000000310906,9,2.3025850929940455
coco-rem,000000313465,16,2.833213344056216
coco-rem,000000313872,2,1.0986122886681096
coco-rem,000000314082,5,1.791759469228055
coco-rem,000000314188,3,1.3862943611198906
coco-rem,000000314693,2,1.0986122886681096
coco-rem,000000315062,10,2.3978952727983707
coco-rem,000000315487,3,1.3862943611198906
coco-rem,000000315868,3,1.3862943611198906
coco-rem,000000317130,5,1.791759469228055
coco-rem,000000317595,13,2.6390573296152584
coco-rem,000000317935,2,1.0986122886681096
coco-rem,000000318200,32,3.4965075614664802
coco-rem,000000318240,7,2.0794415416798357
coco-rem,000000318386,4,1.6094379124341003
coco-rem,000000318637,16,2.833213344056216
coco-rem,000000319031,7,2.0794415416798357
coco-rem,000000319142,2,1.0986122886681096
coco-rem,000000319494,3,1.3862943611198906
coco-rem,000000319591,7,2.0794415416798357
coco-rem,000000319690,13,2.6390573296152584
coco-rem,000000320137,19,2.995732273553991
coco-rem,000000320374,10,2.3978952727983707
coco-rem,000000321935,8,2.197224577336219
coco-rem,000000322094,5,1.791759469228055
coco-rem,000000322222,4,1.6094379124341003
coco-rem,000000323599,4,1.6094379124341003
coco-rem,000000323827,57,4.060443010546419
coco-rem,000000324052,100,4.61512051684126
coco-rem,000000324497,3,1.3862943611198906
coco-rem,000000324962,3,1.3862943611198906
coco-rem,000000325220,58,4.07753744390572
coco-rem,000000325328,7,2.0794415416798357
coco-rem,000000325371,3,1.3862943611198906
coco-rem,000000325836,24,3.2188758248682006
coco-rem,000000326408,23,3.1780538303479453
coco-rem,000000326531,8,2.197224577336219
coco-rem,000000326700,5,1.791759469228055
coco-rem,000000326811,2,1.0986122886681096
coco-rem,000000327368,4,1.6094379124341003
coco-rem,000000327532,8,2.197224577336219
coco-rem,000000328066,6,1.9459101490553132
coco-rem,000000328346,10,2.3978952727983707
coco-rem,000000328412,10,2.3978952727983707
coco-rem,000000329097,3,1.3862943611198906
coco-rem,000000329304,5,1.791759469228055
coco-rem,000000329343,37,3.6375861597263857
coco-rem,000000329613,14,2.70805020110221
coco-rem,000000329752,10,2.3978952727983707
coco-rem,000000330140,12,2.5649493574615367
coco-rem,000000330701,3,1.3862943611198906
coco-rem,000000331162,32,3.4965075614664802
coco-rem,000000331395,20,3.044522437723423
coco-rem,000000332420,9,2.3025850929940455
coco-rem,000000332943,2,1.0986122886681096
coco-rem,000000333124,1,0.6931471805599453
coco-rem,000000333654,200,5.303304908059076
coco-rem,000000334752,13,2.6390573296152584
coco-rem,000000334840,10,2.3978952727983707
coco-rem,000000334916,24,3.2188758248682006
coco-rem,000000335874,1,0.6931471805599453
coco-rem,000000335940,5,1.791759469228055
coco-rem,000000336167,23,3.1780538303479453
coco-rem,000000337146,48,3.8918202981106265
coco-rem,000000338018,6,1.9459101490553132
coco-rem,000000338086,13,2.6390573296152584
coco-rem,000000338121,4,1.6094379124341003
coco-rem,000000338156,1,0.6931471805599453
coco-rem,000000338972,2,1.0986122886681096
coco-rem,000000338980,1,0.6931471805599453
coco-rem,000000339105,4,1.6094379124341003
coco-rem,000000339536,38,3.6635616461296463
coco-rem,000000340060,14,2.70805020110221
coco-rem,000000340217,2,1.0986122886681096
coco-rem,000000340488,20,3.044522437723423
coco-rem,000000340804,5,1.791759469228055
coco-rem,000000341111,3,1.3862943611198906
coco-rem,000000341189,2,1.0986122886681096
coco-rem,000000341232,32,3.4965075614664802
coco-rem,000000342639,8,2.197224577336219
coco-rem,000000342874,9,2.3025850929940455
coco-rem,000000342996,19,2.995732273553991
coco-rem,000000343349,40,3.7135720667043075
coco-rem,000000343619,2,1.0986122886681096
coco-rem,000000344190,2,1.0986122886681096
coco-rem,000000344920,12,2.5649493574615367
coco-rem,000000345880,12,2.5649493574615367
coco-rem,000000346469,3,1.3862943611198906
coco-rem,000000346702,3,1.3862943611198906
coco-rem,000000346997,10,2.3978952727983707
coco-rem,000000347292,5,1.791759469228055
coco-rem,000000347976,5,1.791759469228055
coco-rem,000000348144,3,1.3862943611198906
coco-rem,000000348314,10,2.3978952727983707
coco-rem,000000348371,8,2.197224577336219
coco-rem,000000348602,2,1.0986122886681096
coco-rem,000000348702,20,3.044522437723423
coco-rem,000000349230,7,2.0794415416798357
coco-rem,000000349344,10,2.3978952727983707
coco-rem,000000349485,100,4.61512051684126
coco-rem,000000350514,10,2.3978952727983707
coco-rem,000000351148,8,2.197224577336219
coco-rem,000000351268,7,2.0794415416798357
coco-rem,000000351554,2,1.0986122886681096
coco-rem,000000351621,2,1.0986122886681096
coco-rem,000000351808,26,3.295836866004329
coco-rem,000000352091,27,3.332204510175204
coco-rem,000000352480,6,1.9459101490553132
coco-rem,000000352524,4,1.6094379124341003
coco-rem,000000352965,7,2.0794415416798357
coco-rem,000000353981,7,2.0794415416798357
coco-rem,000000354070,18,2.9444389791664403
coco-rem,000000354402,2,1.0986122886681096
coco-rem,000000354827,18,2.9444389791664403
coco-rem,000000355214,9,2.3025850929940455
coco-rem,000000355304,24,3.2188758248682006
coco-rem,000000355425,17,2.8903717578961645
coco-rem,000000355685,23,3.1780538303479453
coco-rem,000000355737,31,3.4657359027997265
coco-rem,000000356153,5,1.791759469228055
coco-rem,000000356733,4,1.6094379124341003
coco-rem,000000357498,20,3.044522437723423
coco-rem,000000357805,4,1.6094379124341003
coco-rem,000000357966,4,1.6094379124341003
coco-rem,000000358421,4,1.6094379124341003
coco-rem,000000358429,15,2.772588722239781
coco-rem,000000358795,5,1.791759469228055
coco-rem,000000359131,2,1.0986122886681096
coco-rem,000000359232,60,4.110873864173311
coco-rem,000000359357,20,3.044522437723423
coco-rem,000000361030,2,1.0986122886681096
coco-rem,000000361572,91,4.5217885770490405
coco-rem,000000361670,42,3.7612001156935624
coco-rem,000000362314,48,3.8918202981106265
coco-rem,000000362373,29,3.4011973816621555
coco-rem,000000363344,4,1.6094379124341003
coco-rem,000000363986,87,4.477336814478206
coco-rem,000000364010,2,1.0986122886681096
coco-rem,000000364079,4,1.6094379124341003
coco-rem,000000364299,6,1.9459101490553132
coco-rem,000000364436,9,2.3025850929940455
coco-rem,000000364683,2,1.0986122886681096
coco-rem,000000365131,3,1.3862943611198906
coco-rem,000000365205,2,1.0986122886681096
coco-rem,000000365271,8,2.197224577336219
coco-rem,000000365353,2,1.0986122886681096
coco-rem,000000365444,3,1.3862943611198906
coco-rem,000000365479,13,2.6390573296152584
coco-rem,000000365652,8,2.197224577336219
coco-rem,000000366648,138,4.9344739331306915
coco-rem,000000366651,2,1.0986122886681096
coco-rem,000000366789,24,3.2188758248682006
coco-rem,000000367639,2,1.0986122886681096
coco-rem,000000368081,2,1.0986122886681096
coco-rem,000000368541,30,3.4339872044851463
coco-rem,000000368727,16,2.833213344056216
coco-rem,000000369140,5,1.791759469228055
coco-rem,000000369296,34,3.5553480614894135
coco-rem,000000370121,2,1.0986122886681096
coco-rem,000000370310,1,0.6931471805599453
coco-rem,000000370831,21,3.0910424533583156
coco-rem,000000371791,45,3.828641396489095
coco-rem,000000372464,2,1.0986122886681096
coco-rem,000000372536,3,1.3862943611198906
coco-rem,000000372548,9,2.3025850929940455
coco-rem,000000372625,1,0.6931471805599453
coco-rem,000000373648,13,2.6390573296152584
coco-rem,000000373758,19,2.995732273553991
coco-rem,000000374829,41,3.737669618283368
coco-rem,000000375321,19,2.995732273553991
coco-rem,000000375425,36,3.6109179126442243
coco-rem,000000376490,2,1.0986122886681096
coco-rem,000000376911,5,1.791759469228055
coco-rem,000000377155,2,1.0986122886681096
coco-rem,000000377432,4,1.6094379124341003
coco-rem,000000377910,13,2.6390573296152584
coco-rem,000000378618,8,2.197224577336219
coco-rem,000000378692,1,0.6931471805599453
coco-rem,000000378872,3,1.3862943611198906
coco-rem,000000379067,12,2.5649493574615367
coco-rem,000000379188,5,1.791759469228055
coco-rem,000000379630,23,3.1780538303479453
coco-rem,000000379672,9,2.3025850929940455
coco-rem,000000379760,2,1.0986122886681096
coco-rem,000000380122,3,1.3862943611198906
coco-rem,000000380271,13,2.6390573296152584
coco-rem,000000380828,47,3.8712010109078907
coco-rem,000000381334,13,2.6390573296152584
coco-rem,000000382101,6,1.9459101490553132
coco-rem,000000382345,16,2.833213344056216
coco-rem,000000382563,5,1.791759469228055
coco-rem,000000382715,25,3.2580965380214817
coco-rem,000000382729,3,1.3862943611198906
coco-rem,000000383210,6,1.9459101490553132
coco-rem,000000383389,6,1.9459101490553132
coco-rem,000000383972,8,2.197224577336219
coco-rem,000000384422,5,1.791759469228055
coco-rem,000000384641,11,2.4849066497880004
coco-rem,000000384967,44,3.8066624897703196
coco-rem,000000384998,26,3.295836866004329
coco-rem,000000385098,50,3.9318256327243257
coco-rem,000000385272,9,2.3025850929940455
coco-rem,000000385577,6,1.9459101490553132
coco-rem,000000385705,3,1.3862943611198906
coco-rem,000000385770,9,2.3025850929940455
coco-rem,000000386371,10,2.3978952727983707
coco-rem,000000386589,2,1.0986122886681096
coco-rem,000000386945,3,1.3862943611198906
coco-rem,000000387421,14,2.70805020110221
coco-rem,000000388880,1,0.6931471805599453
coco-rem,000000389036,2,1.0986122886681096
coco-rem,000000389159,11,2.4849066497880004
coco-rem,000000390179,3,1.3862943611198906
coco-rem,000000390183,3,1.3862943611198906
coco-rem,000000390782,8,2.197224577336219
coco-rem,000000392099,6,1.9459101490553132
coco-rem,000000392320,50,3.9318256327243257
coco-rem,000000392753,4,1.6094379124341003
coco-rem,000000392871,6,1.9459101490553132
coco-rem,000000392985,3,1.3862943611198906
coco-rem,000000393317,16,2.833213344056216
coco-rem,000000393493,6,1.9459101490553132
coco-rem,000000393617,10,2.3978952727983707
coco-rem,000000393735,2,1.0986122886681096
coco-rem,000000393887,2,1.0986122886681096
coco-rem,000000395321,5,1.791759469228055
coco-rem,000000395527,16,2.833213344056216
coco-rem,000000395749,5,1.791759469228055
coco-rem,000000396420,23,3.1780538303479453
coco-rem,000000396481,2,1.0986122886681096
coco-rem,000000396661,91,4.5217885770490405
coco-rem,000000396862,14,2.70805020110221
coco-rem,000000397241,2,1.0986122886681096
coco-rem,000000397365,6,1.9459101490553132
coco-rem,000000397685,3,1.3862943611198906
coco-rem,000000398209,8,2.197224577336219
coco-rem,000000398419,10,2.3978952727983707
coco-rem,000000398463,2,1.0986122886681096
coco-rem,000000399288,11,2.4849066497880004
coco-rem,000000399540,14,2.70805020110221
coco-rem,000000400567,21,3.0910424533583156
coco-rem,000000400596,11,2.4849066497880004
coco-rem,000000400975,1,0.6931471805599453
coco-rem,000000401251,2,1.0986122886681096
coco-rem,000000401398,3,1.3862943611198906
coco-rem,000000401416,4,1.6094379124341003
coco-rem,000000401499,5,1.791759469228055
coco-rem,000000401785,100,4.61512051684126
coco-rem,000000402378,2,1.0986122886681096
coco-rem,000000402420,13,2.6390573296152584
coco-rem,000000402671,5,1.791759469228055
coco-rem,000000402759,36,3.6109179126442243
coco-rem,000000402806,2,1.0986122886681096
coco-rem,000000402855,6,1.9459101490553132
coco-rem,000000403143,4,1.6094379124341003
coco-rem,000000403150,6,1.9459101490553132
coco-rem,000000403830,6,1.9459101490553132
coco-rem,000000403853,2,1.0986122886681096
coco-rem,000000404222,2,1.0986122886681096
coco-rem,000000404271,8,2.197224577336219
coco-rem,000000404471,2,1.0986122886681096
coco-rem,000000404579,14,2.70805020110221
coco-rem,000000404929,1,0.6931471805599453
coco-rem,000000405271,7,2.0794415416798357
coco-rem,000000405605,13,2.6390573296152584
coco-rem,000000406908,6,1.9459101490553132
coco-rem,000000407990,1,0.6931471805599453
coco-rem,000000409239,4,1.6094379124341003
coco-rem,000000409364,12,2.5649493574615367
coco-rem,000000409707,4,1.6094379124341003
coco-rem,000000409956,23,3.1780538303479453
coco-rem,000000410373,8,2.197224577336219
coco-rem,000000410590,20,3.044522437723423
coco-rem,000000411343,4,1.6094379124341003
coco-rem,000000412510,3,1.3862943611198906
coco-rem,000000412914,3,1.3862943611198906
coco-rem,000000413600,12,2.5649493574615367
coco-rem,000000413626,34,3.5553480614894135
coco-rem,000000413970,21,3.0910424533583156
coco-rem,000000415856,5,1.791759469228055
coco-rem,000000416048,6,1.9459101490553132
coco-rem,000000416188,7,2.0794415416798357
coco-rem,000000416202,4,1.6094379124341003
coco-rem,000000416705,9,2.3025850929940455
coco-rem,000000417219,9,2.3025850929940455
coco-rem,000000417440,3,1.3862943611198906
coco-rem,000000417766,12,2.5649493574615367
coco-rem,000000418297,2,1.0986122886681096
coco-rem,000000418653,5,1.791759469228055
coco-rem,000000418692,13,2.6390573296152584
coco-rem,000000419216,37,3.6375861597263857
coco-rem,000000419483,77,4.356708826689592
coco-rem,000000419767,15,2.772588722239781
coco-rem,000000419819,3,1.3862943611198906
coco-rem,000000420411,2,1.0986122886681096
coco-rem,000000420490,15,2.772588722239781
coco-rem,000000421360,23,3.1780538303479453
coco-rem,000000421889,8,2.197224577336219
coco-rem,000000422279,9,2.3025850929940455
coco-rem,000000423161,34,3.5553480614894135
coco-rem,000000423165,12,2.5649493574615367
coco-rem,000000423534,6,1.9459101490553132
coco-rem,000000423717,3,1.3862943611198906
coco-rem,000000424370,1,0.6931471805599453
coco-rem,000000424544,8,2.197224577336219
coco-rem,000000424554,1,0.6931471805599453
coco-rem,000000424637,16,2.833213344056216
coco-rem,000000424989,4,1.6094379124341003
coco-rem,000000425000,9,2.3025850929940455
coco-rem,000000426064,4,1.6094379124341003
coco-rem,000000426128,8,2.197224577336219
coco-rem,000000426252,12,2.5649493574615367
coco-rem,000000426377,60,4.110873864173311
coco-rem,000000426551,13,2.6390573296152584
coco-rem,000000426975,22,3.1354942159291497
coco-rem,000000427232,68,4.23410650459726
coco-rem,000000427382,7,2.0794415416798357
coco-rem,000000427449,6,1.9459101490553132
coco-rem,000000427802,46,3.8501476017100584
coco-rem,000000427958,6,1.9459101490553132
coco-rem,000000428079,4,1.6094379124341003
coco-rem,000000428152,20,3.044522437723423
coco-rem,000000428263,15,2.772588722239781
coco-rem,000000428391,14,2.70805020110221
coco-rem,000000428440,9,2.3025850929940455
coco-rem,000000428786,1,0.6931471805599453
coco-rem,000000429741,30,3.4339872044851463
coco-rem,000000429990,7,2.0794415416798357
coco-rem,000000430281,6,1.9459101490553132
coco-rem,000000430319,4,1.6094379124341003
coco-rem,000000430489,5,1.791759469228055
coco-rem,000000430583,3,1.3862943611198906
coco-rem,000000430660,34,3.5553480614894135
coco-rem,000000431660,17,2.8903717578961645
coco-rem,000000431853,30,3.4339872044851463
coco-rem,000000432120,2,1.0986122886681096
coco-rem,000000432417,13,2.6390573296152584
coco-rem,000000432569,3,1.3862943611198906
coco-rem,000000432615,2,1.0986122886681096
coco-rem,000000432796,15,2.772588722239781
coco-rem,000000432997,33,3.526360524616161
coco-rem,000000433446,11,2.4849066497880004
coco-rem,000000433968,4,1.6094379124341003
coco-rem,000000434326,3,1.3862943611198906
coco-rem,000000435076,66,4.204692619390966
coco-rem,000000435377,19,2.995732273553991
coco-rem,000000435750,3,1.3862943611198906
coco-rem,000000435764,11,2.4849066497880004
coco-rem,000000436511,10,2.3978952727983707
coco-rem,000000436571,5,1.791759469228055
coco-rem,000000436605,4,1.6094379124341003
coco-rem,000000436611,1,0.6931471805599453
coco-rem,000000437209,5,1.791759469228055
coco-rem,000000437892,9,2.3025850929940455
coco-rem,000000438539,4,1.6094379124341003
coco-rem,000000438617,3,1.3862943611198906
coco-rem,000000439288,2,1.0986122886681096
coco-rem,000000439486,2,1.0986122886681096
coco-rem,000000439837,18,2.9444389791664403
coco-rem,000000439874,2,1.0986122886681096
coco-rem,000000440329,29,3.4011973816621555
coco-rem,000000440387,15,2.772588722239781
coco-rem,000000440891,29,3.4011973816621555
coco-rem,000000441473,15,2.772588722239781
coco-rem,000000441824,3,1.3862943611198906
coco-rem,000000442232,9,2.3025850929940455
coco-rem,000000442811,13,2.6390573296152584
coco-rem,000000443635,53,3.988984046564274
coco-rem,000000443964,4,1.6094379124341003
coco-rem,000000445087,5,1.791759469228055
coco-rem,000000445745,7,2.0794415416798357
coco-rem,000000446354,41,3.737669618283368
coco-rem,000000446500,10,2.3978952727983707
coco-rem,000000446670,9,2.3025850929940455
coco-rem,000000447224,6,1.9459101490553132
coco-rem,000000447448,26,3.295836866004329
coco-rem,000000447983,2,1.0986122886681096
coco-rem,000000448759,7,2.0794415416798357
coco-rem,000000448826,33,3.526360524616161
coco-rem,000000448944,7,2.0794415416798357
coco-rem,000000449598,6,1.9459101490553132
coco-rem,000000449712,21,3.0910424533583156
coco-rem,000000450107,5,1.791759469228055
coco-rem,000000450543,2,1.0986122886681096
coco-rem,000000450724,3,1.3862943611198906
coco-rem,000000450800,12,2.5649493574615367
coco-rem,000000452783,3,1.3862943611198906
coco-rem,000000453352,3,1.3862943611198906
coco-rem,000000454867,11,2.4849066497880004
coco-rem,000000455363,2,1.0986122886681096
coco-rem,000000455481,14,2.70805020110221
coco-rem,000000455548,7,2.0794415416798357
coco-rem,000000456833,9,2.3025850929940455
coco-rem,000000457168,29,3.4011973816621555
coco-rem,000000458156,1,0.6931471805599453
coco-rem,000000458361,6,1.9459101490553132
coco-rem,000000458401,10,2.3978952727983707
coco-rem,000000458611,9,2.3025850929940455
coco-rem,000000458802,6,1.9459101490553132
coco-rem,000000458870,1,0.6931471805599453
coco-rem,000000458935,19,2.995732273553991
coco-rem,000000459537,2,1.0986122886681096
coco-rem,000000459566,2,1.0986122886681096
coco-rem,000000459585,2,1.0986122886681096
coco-rem,000000460038,1,0.6931471805599453
coco-rem,000000460370,14,2.70805020110221
coco-rem,000000460496,10,2.3978952727983707
coco-rem,000000460858,2,1.0986122886681096
coco-rem,000000461365,6,1.9459101490553132
coco-rem,000000462565,19,2.995732273553991
coco-rem,000000463452,6,1.9459101490553132
coco-rem,000000463581,4,1.6094379124341003
coco-rem,000000464296,7,2.0794415416798357
coco-rem,000000464602,5,1.791759469228055
coco-rem,000000466197,6,1.9459101490553132
coco-rem,000000466599,17,2.8903717578961645
coco-rem,000000466665,12,2.5649493574615367
coco-rem,000000467145,39,3.6888794541139363
coco-rem,000000467432,14,2.70805020110221
coco-rem,000000467686,6,1.9459101490553132
coco-rem,000000467939,10,2.3978952727983707
coco-rem,000000468346,13,2.6390573296152584
coco-rem,000000469195,2,1.0986122886681096
coco-rem,000000469300,22,3.1354942159291497
coco-rem,000000469896,4,1.6094379124341003
coco-rem,000000470004,15,2.772588722239781
coco-rem,000000470112,10,2.3978952727983707
coco-rem,000000470442,6,1.9459101490553132
coco-rem,000000470516,3,1.3862943611198906
coco-rem,000000470770,16,2.833213344056216
coco-rem,000000471039,13,2.6390573296152584
coco-rem,000000471330,6,1.9459101490553132
coco-rem,000000471895,10,2.3978952727983707
coco-rem,000000472054,30,3.4339872044851463
coco-rem,000000472253,36,3.6109179126442243
coco-rem,000000472405,119,4.787491742782046
coco-rem,000000472614,12,2.5649493574615367
coco-rem,000000472630,3,1.3862943611198906
coco-rem,000000472690,20,3.044522437723423
coco-rem,000000474031,22,3.1354942159291497
coco-rem,000000474953,6,1.9459101490553132
coco-rem,000000475403,42,3.7612001156935624
coco-rem,000000475621,13,2.6390573296152584
coco-rem,000000475808,20,3.044522437723423
coco-rem,000000476080,32,3.4965075614664802
coco-rem,000000477259,42,3.7612001156935624
coco-rem,000000477622,6,1.9459101490553132
coco-rem,000000477718,8,2.197224577336219
coco-rem,000000478005,140,4.948759890378168
coco-rem,000000478380,83,4.430816798843313
coco-rem,000000478805,19,2.995732273553991
coco-rem,000000478922,7,2.0794415416798357
coco-rem,000000480014,14,2.70805020110221
coco-rem,000000480057,100,4.61512051684126
coco-rem,000000480576,18,2.9444389791664403
coco-rem,000000482122,14,2.70805020110221
coco-rem,000000482984,9,2.3025850929940455
coco-rem,000000483047,3,1.3862943611198906
coco-rem,000000483611,6,1.9459101490553132
coco-rem,000000483923,2,1.0986122886681096
coco-rem,000000483941,1,0.6931471805599453
coco-rem,000000484579,16,2.833213344056216
coco-rem,000000485142,2,1.0986122886681096
coco-rem,000000485447,14,2.70805020110221
coco-rem,000000485946,4,1.6094379124341003
coco-rem,000000486503,2,1.0986122886681096
coco-rem,000000486513,25,3.2580965380214817
coco-rem,000000486571,7,2.0794415416798357
coco-rem,000000487612,15,2.772588722239781
coco-rem,000000487970,2,1.0986122886681096
coco-rem,000000488731,2,1.0986122886681096
coco-rem,000000488796,1,0.6931471805599453
coco-rem,000000489900,16,2.833213344056216
coco-rem,000000490044,29,3.4011973816621555
coco-rem,000000490244,14,2.70805020110221
coco-rem,000000490405,9,2.3025850929940455
coco-rem,000000490461,27,3.332204510175204
coco-rem,000000491211,3,1.3862943611198906
coco-rem,000000491384,116,4.762173934797756
coco-rem,000000491681,2,1.0986122886681096
coco-rem,000000491831,62,4.143134726391533
coco-rem,000000491872,3,1.3862943611198906
coco-rem,000000492183,12,2.5649493574615367
coco-rem,000000492215,6,1.9459101490553132
coco-rem,000000492817,3,1.3862943611198906
coco-rem,000000493294,13,2.6390573296152584
coco-rem,000000493707,4,1.6094379124341003
coco-rem,000000493760,12,2.5649493574615367
coco-rem,000000493840,4,1.6094379124341003
coco-rem,000000495356,4,1.6094379124341003
coco-rem,000000495692,9,2.3025850929940455
coco-rem,000000496097,15,2.772588722239781
coco-rem,000000496274,5,1.791759469228055
coco-rem,000000496313,9,2.3025850929940455
