image_id,level,dataset,partition,prompt_strategy
000000329752,3,coco-rem,calibration,zeroshot
000000260129,4,coco-rem,calibration,zeroshot
000000221317,4,coco-rem,calibration,zeroshot
000000502126,4,coco-rem,calibration,zeroshot
000000250877,4,coco-rem,calibration,zeroshot
000000400596,3,coco-rem,calibration,zeroshot
000000557811,3,coco-rem,calibration,zeroshot
000000506388,3,coco-rem,calibration,zeroshot
000000292227,4,coco-rem,calibration,zeroshot
000000193972,3,coco-rem,calibration,zeroshot
000000004904,4,coco-rem,calibration,zeroshot
000000081826,3,coco-rem,calibration,zeroshot
000000043933,4,coco-rem,calibration,zeroshot
000000067577,3,coco-rem,calibration,zeroshot
000000565245,4,coco-rem,calibration,zeroshot
000000563301,3,coco-rem,calibration,zeroshot
000000241390,4,coco-rem,calibration,zeroshot
000000568155,3,coco-rem,calibration,zeroshot
000000336167,4,coco-rem,calibration,zeroshot
000000171536,4,coco-rem,calibration,zeroshot
000000478922,3,coco-rem,calibration,zeroshot
000000302489,4,coco-rem,calibration,zeroshot
000000487970,2,coco-rem,calibration,zeroshot
000000551170,3,coco-rem,calibration,zeroshot
000000464602,3,coco-rem,calibration,zeroshot
000000013900,3,coco-rem,calibration,zeroshot
000000436511,4,coco-rem,calibration,zeroshot
000000031653,2,coco-rem,calibration,zeroshot
000000135797,3,coco-rem,calibration,zeroshot
000000573622,3,coco-rem,calibration,zeroshot
000000007735,4,coco-rem,calibration,zeroshot
000000438539,3,coco-rem,calibration,zeroshot
000000503569,3,coco-rem,calibration,zeroshot
000000332943,2,coco-rem,calibration,zeroshot
000000442811,4,coco-rem,calibration,zeroshot
000000213694,2,coco-rem,calibration,zeroshot
000000049819,3,coco-rem,calibration,zeroshot
000000001903,2,coco-rem,calibration,zeroshot
000000505188,3,coco-rem,calibration,zeroshot
000000471039,3,coco-rem,calibration,zeroshot
000000392320,4,coco-rem,calibration,zeroshot
000000489900,4,coco-rem,calibration,zeroshot
000000221536,3,coco-rem,calibration,zeroshot
000000301965,4,coco-rem,calibration,zeroshot
000000264962,4,coco-rem,calibration,zeroshot
000000186968,3,coco-rem,calibration,zeroshot
000000347292,3,coco-rem,calibration,zeroshot
000000069311,3,coco-rem,calibration,zeroshot
000000546352,4,coco-rem,calibration,zeroshot
000000038053,4,coco-rem,calibration,zeroshot
000000046085,3,coco-rem,calibration,zeroshot
000000034097,3,coco-rem,calibration,zeroshot
000000065900,4,coco-rem,calibration,zeroshot
000000118471,4,coco-rem,calibration,zeroshot
000000378872,2,coco-rem,calibration,zeroshot
000000380271,4,coco-rem,calibration,zeroshot
000000006409,4,coco-rem,calibration,zeroshot
000000096070,2,coco-rem,calibration,zeroshot
000000183445,3,coco-rem,calibration,zeroshot
000000522061,3,coco-rem,calibration,zeroshot
000000467686,3,coco-rem,calibration,zeroshot
000000310633,3,coco-rem,calibration,zeroshot
000000211593,4,coco-rem,calibration,zeroshot
000000348602,3,coco-rem,calibration,zeroshot
000000205967,4,coco-rem,calibration,zeroshot
000000346997,4,coco-rem,calibration,zeroshot
000000076001,4,coco-rem,calibration,zeroshot
000000496339,3,coco-rem,calibration,zeroshot
000000269306,4,coco-rem,calibration,zeroshot
000000186844,2,coco-rem,calibration,zeroshot
000000087105,3,coco-rem,calibration,zeroshot
000000224595,3,coco-rem,calibration,zeroshot
000000436571,4,coco-rem,calibration,zeroshot
000000428786,2,coco-rem,calibration,zeroshot
000000478005,4,coco-rem,calibration,zeroshot
000000188068,2,coco-rem,calibration,zeroshot
000000211722,2,coco-rem,calibration,zeroshot
000000527518,2,coco-rem,calibration,zeroshot
000000467939,3,coco-rem,calibration,zeroshot
000000338980,2,coco-rem,calibration,zeroshot
000000381334,2,coco-rem,calibration,zeroshot
000000455481,3,coco-rem,calibration,zeroshot
000000284333,2,coco-rem,calibration,zeroshot
000000018819,2,coco-rem,calibration,zeroshot
000000158887,3,coco-rem,calibration,zeroshot
000000173229,2,coco-rem,calibration,zeroshot
000000492215,3,coco-rem,calibration,zeroshot
000000106287,2,coco-rem,calibration,zeroshot
000000120509,4,coco-rem,calibration,zeroshot
000000269168,2,coco-rem,calibration,zeroshot
000000246656,2,coco-rem,calibration,zeroshot
000000166828,2,coco-rem,calibration,zeroshot
000000491211,2,coco-rem,calibration,zeroshot
000000373648,4,coco-rem,calibration,zeroshot
000000472054,4,coco-rem,calibration,zeroshot
000000284324,2,coco-rem,calibration,zeroshot
000000011349,3,coco-rem,calibration,zeroshot
000000392753,2,coco-rem,calibration,zeroshot
000000070724,2,coco-rem,calibration,zeroshot
000000297273,4,coco-rem,calibration,zeroshot
000000090255,3,coco-rem,calibration,zeroshot
000000403150,3,coco-rem,calibration,zeroshot
000000050025,4,coco-rem,calibration,zeroshot
000000044488,4,coco-rem,calibration,zeroshot
000000338018,2,coco-rem,calibration,zeroshot
000000338121,2,coco-rem,calibration,zeroshot
000000008599,4,coco-rem,calibration,zeroshot
000000120524,2,coco-rem,calibration,zeroshot
000000145163,3,coco-rem,calibration,zeroshot
000000550597,3,coco-rem,calibration,zeroshot
000000513574,4,coco-rem,calibration,zeroshot
000000259491,3,coco-rem,calibration,zeroshot
000000335940,3,coco-rem,calibration,zeroshot
000000483611,3,coco-rem,calibration,zeroshot
000000153136,3,coco-rem,calibration,zeroshot
000000340060,3,coco-rem,calibration,zeroshot
000000342874,2,coco-rem,calibration,zeroshot
000000255093,4,coco-rem,calibration,zeroshot
000000495692,3,coco-rem,calibration,zeroshot
000000437209,3,coco-rem,calibration,zeroshot
000000447448,4,coco-rem,calibration,zeroshot
000000386589,2,coco-rem,calibration,zeroshot
000000352524,2,coco-rem,calibration,zeroshot
000000420490,4,coco-rem,calibration,zeroshot
000000231466,3,coco-rem,calibration,zeroshot
000000002179,4,coco-rem,calibration,zeroshot
000000486513,4,coco-rem,calibration,zeroshot
000000199688,4,coco-rem,calibration,zeroshot
000000574537,3,coco-rem,calibration,zeroshot
000000286760,3,coco-rem,calibration,zeroshot
000000315062,4,coco-rem,calibration,zeroshot
000000305093,3,coco-rem,calibration,zeroshot
000000482984,3,coco-rem,calibration,zeroshot
000000318386,3,coco-rem,calibration,zeroshot
000000008006,3,coco-rem,calibration,zeroshot
000000390183,3,coco-rem,calibration,zeroshot
000000026512,2,coco-rem,calibration,zeroshot
000000028588,4,coco-rem,calibration,zeroshot
000000540342,4,coco-rem,calibration,zeroshot
000000385770,3,coco-rem,calibration,zeroshot
000000121112,2,coco-rem,calibration,zeroshot
000000083716,4,coco-rem,calibration,zeroshot
000000063140,2,coco-rem,calibration,zeroshot
000000347976,4,coco-rem,calibration,zeroshot
000000191690,3,coco-rem,calibration,zeroshot
000000022403,4,coco-rem,calibration,zeroshot
000000525813,3,coco-rem,calibration,zeroshot
000000073634,3,coco-rem,calibration,zeroshot
000000426128,4,coco-rem,calibration,zeroshot
000000368727,3,coco-rem,calibration,zeroshot
000000294943,3,coco-rem,calibration,zeroshot
000000361030,2,coco-rem,calibration,zeroshot
000000212733,3,coco-rem,calibration,zeroshot
000000559039,4,coco-rem,calibration,zeroshot
000000015826,4,coco-rem,calibration,zeroshot
000000087249,4,coco-rem,calibration,zeroshot
000000155386,2,coco-rem,calibration,zeroshot
000000317130,3,coco-rem,calibration,zeroshot
000000136415,2,coco-rem,calibration,zeroshot
000000042044,2,coco-rem,calibration,zeroshot
000000556360,3,coco-rem,calibration,zeroshot
000000097696,3,coco-rem,calibration,zeroshot
000000047898,4,coco-rem,calibration,zeroshot
000000398209,3,coco-rem,calibration,zeroshot
000000157938,3,coco-rem,calibration,zeroshot
000000203481,4,coco-rem,calibration,zeroshot
000000527994,3,coco-rem,calibration,zeroshot
000000092219,2,coco-rem,calibration,zeroshot
000000208144,3,coco-rem,calibration,zeroshot
000000094920,4,coco-rem,calibration,zeroshot
000000508004,2,coco-rem,calibration,zeroshot
000000024368,3,coco-rem,calibration,zeroshot
000000310553,4,coco-rem,calibration,zeroshot
000000424637,3,coco-rem,calibration,zeroshot
000000357966,4,coco-rem,calibration,zeroshot
000000471330,3,coco-rem,calibration,zeroshot
000000216364,2,coco-rem,calibration,zeroshot
000000368081,2,coco-rem,calibration,zeroshot
000000242745,4,coco-rem,calibration,zeroshot
000000058102,4,coco-rem,calibration,zeroshot
000000123901,3,coco-rem,calibration,zeroshot
000000417766,4,coco-rem,calibration,zeroshot
000000161060,4,coco-rem,calibration,zeroshot
000000424544,3,coco-rem,calibration,zeroshot
000000371791,4,coco-rem,calibration,zeroshot
000000346469,4,coco-rem,calibration,zeroshot
000000392099,4,coco-rem,calibration,zeroshot
000000292901,3,coco-rem,calibration,zeroshot
000000424554,2,coco-rem,calibration,zeroshot
000000187286,4,coco-rem,calibration,zeroshot
000000222753,4,coco-rem,calibration,zeroshot
000000369140,3,coco-rem,calibration,zeroshot
000000386371,4,coco-rem,calibration,zeroshot
000000228261,4,coco-rem,calibration,zeroshot
000000124924,3,coco-rem,calibration,zeroshot
000000246540,2,coco-rem,calibration,zeroshot
000000378692,2,coco-rem,calibration,zeroshot
000000280814,4,coco-rem,calibration,zeroshot
000000410590,4,coco-rem,calibration,zeroshot
000000563258,4,coco-rem,calibration,zeroshot
000000439874,2,coco-rem,calibration,zeroshot
000000207740,2,coco-rem,calibration,zeroshot
000000334840,4,coco-rem,calibration,zeroshot
000000503860,4,coco-rem,calibration,zeroshot
000000384422,3,coco-rem,calibration,zeroshot
000000579303,2,coco-rem,calibration,zeroshot
000000027539,4,coco-rem,calibration,zeroshot
000000470442,4,coco-rem,calibration,zeroshot
000000012096,2,coco-rem,calibration,zeroshot
000000033476,3,coco-rem,calibration,zeroshot
000000378618,4,coco-rem,calibration,zeroshot
000000491384,4,coco-rem,calibration,zeroshot
000000493707,3,coco-rem,calibration,zeroshot
000000258327,4,coco-rem,calibration,zeroshot
000000458401,3,coco-rem,calibration,zeroshot
000000405605,3,coco-rem,calibration,zeroshot
000000151492,4,coco-rem,calibration,zeroshot
000000191283,3,coco-rem,calibration,zeroshot
000000513434,4,coco-rem,calibration,zeroshot
000000328346,4,coco-rem,calibration,zeroshot
000000432997,4,coco-rem,calibration,zeroshot
000000536949,4,coco-rem,calibration,zeroshot
000000118748,3,coco-rem,calibration,zeroshot
000000297370,4,coco-rem,calibration,zeroshot
000000463581,2,coco-rem,calibration,zeroshot
000000437892,3,coco-rem,calibration,zeroshot
000000375425,4,coco-rem,calibration,zeroshot
000000425000,3,coco-rem,calibration,zeroshot
000000121349,3,coco-rem,calibration,zeroshot
000000549410,2,coco-rem,calibration,zeroshot
000000307583,2,coco-rem,calibration,zeroshot
000000043611,4,coco-rem,calibration,zeroshot
000000541783,4,coco-rem,calibration,zeroshot
000000580975,4,coco-rem,calibration,zeroshot
000000461365,3,coco-rem,calibration,zeroshot
000000243153,3,coco-rem,calibration,zeroshot
000000306947,2,coco-rem,calibration,zeroshot
000000219179,2,coco-rem,calibration,zeroshot
000000070288,3,coco-rem,calibration,zeroshot
000000438617,2,coco-rem,calibration,zeroshot
000000379067,3,coco-rem,calibration,zeroshot
000000346702,3,coco-rem,calibration,zeroshot
000000498915,4,coco-rem,calibration,zeroshot
000000338972,3,coco-rem,calibration,zeroshot
000000226324,3,coco-rem,calibration,zeroshot
000000020781,4,coco-rem,calibration,zeroshot
000000560976,3,coco-rem,calibration,zeroshot
000000430489,4,coco-rem,calibration,zeroshot
000000172886,4,coco-rem,calibration,zeroshot
000000268579,2,coco-rem,calibration,zeroshot
000000417440,3,coco-rem,calibration,zeroshot
000000004489,4,coco-rem,calibration,zeroshot
000000136493,3,coco-rem,calibration,zeroshot
000000413970,3,coco-rem,calibration,zeroshot
000000579548,4,coco-rem,calibration,zeroshot
000000439288,2,coco-rem,calibration,zeroshot
000000079992,3,coco-rem,calibration,zeroshot
000000006426,2,coco-rem,calibration,zeroshot
000000117644,3,coco-rem,calibration,zeroshot
000000147753,4,coco-rem,calibration,zeroshot
000000021968,3,coco-rem,calibration,zeroshot
000000039399,2,coco-rem,calibration,zeroshot
000000560158,4,coco-rem,calibration,zeroshot
000000161738,4,coco-rem,calibration,zeroshot
000000230057,4,coco-rem,calibration,zeroshot
000000065353,4,coco-rem,calibration,zeroshot
000000470112,3,coco-rem,calibration,zeroshot
000000149123,3,coco-rem,calibration,zeroshot
000000365444,3,coco-rem,calibration,zeroshot
000000193255,3,coco-rem,calibration,zeroshot
000000144372,3,coco-rem,calibration,zeroshot
000000266533,4,coco-rem,calibration,zeroshot
000000475621,3,coco-rem,calibration,zeroshot
000000145488,3,coco-rem,calibration,zeroshot
000000326811,3,coco-rem,calibration,zeroshot
000000379760,4,coco-rem,calibration,zeroshot
000000176298,2,coco-rem,calibration,zeroshot
000000351808,4,coco-rem,calibration,zeroshot
000000180779,4,coco-rem,calibration,zeroshot
000000393887,3,coco-rem,calibration,zeroshot
000000491831,4,coco-rem,calibration,zeroshot
000000419767,4,coco-rem,calibration,zeroshot
000000011265,4,coco-rem,calibration,zeroshot
000000315868,2,coco-rem,calibration,zeroshot
000000003389,2,coco-rem,calibration,zeroshot
000000190722,3,coco-rem,calibration,zeroshot
000000240586,4,coco-rem,calibration,zeroshot
000000460858,2,coco-rem,calibration,zeroshot
000000355214,3,coco-rem,calibration,zeroshot
000000070336,3,coco-rem,calibration,zeroshot
000000416048,3,coco-rem,calibration,zeroshot
000000358795,3,coco-rem,calibration,zeroshot
000000188532,4,coco-rem,calibration,zeroshot
000000413600,3,coco-rem,calibration,zeroshot
000000027343,4,coco-rem,calibration,zeroshot
000000549797,3,coco-rem,calibration,zeroshot
000000143929,4,coco-rem,calibration,zeroshot
000000178901,4,coco-rem,calibration,zeroshot
000000579463,2,coco-rem,calibration,zeroshot
000000179571,3,coco-rem,calibration,zeroshot
000000096582,2,coco-rem,calibration,zeroshot
000000104594,2,coco-rem,calibration,zeroshot
000000097951,3,coco-rem,calibration,zeroshot
000000161543,2,coco-rem,calibration,zeroshot
000000483941,2,coco-rem,calibration,zeroshot
000000209133,2,coco-rem,calibration,zeroshot
000000164499,3,coco-rem,calibration,zeroshot
000000376490,2,coco-rem,calibration,zeroshot
000000249226,4,coco-rem,calibration,zeroshot
000000384967,4,coco-rem,calibration,zeroshot
000000530863,3,coco-rem,calibration,zeroshot
000000506371,3,coco-rem,calibration,zeroshot
000000478380,5,coco-rem,calibration,zeroshot
000000532260,3,coco-rem,calibration,zeroshot
000000306178,3,coco-rem,calibration,zeroshot
000000160967,3,coco-rem,calibration,zeroshot
000000518027,4,coco-rem,calibration,zeroshot
000000326531,4,coco-rem,calibration,zeroshot
000000407990,1,coco-rem,calibration,zeroshot
000000436611,2,coco-rem,calibration,zeroshot
000000014857,2,coco-rem,calibration,zeroshot
000000521306,2,coco-rem,calibration,zeroshot
000000493760,3,coco-rem,calibration,zeroshot
000000185091,4,coco-rem,calibration,zeroshot
000000427802,4,coco-rem,calibration,zeroshot
000000358421,3,coco-rem,calibration,zeroshot
000000420411,4,coco-rem,calibration,zeroshot
000000019781,2,coco-rem,calibration,zeroshot
000000156100,2,coco-rem,calibration,zeroshot
000000475808,4,coco-rem,calibration,zeroshot
000000357498,4,coco-rem,calibration,zeroshot
000000367639,2,coco-rem,calibration,zeroshot
000000401251,3,coco-rem,calibration,zeroshot
000000535179,3,coco-rem,calibration,zeroshot
000000223481,4,coco-rem,calibration,zeroshot
000000148409,3,coco-rem,calibration,zeroshot
000000530758,4,coco-rem,calibration,zeroshot
000000092847,4,coco-rem,calibration,zeroshot
000000383972,3,coco-rem,calibration,zeroshot
000000569769,3,coco-rem,calibration,zeroshot
000000026654,3,coco-rem,calibration,zeroshot
000000398463,3,coco-rem,calibration,zeroshot
000000118775,3,coco-rem,calibration,zeroshot
000000190537,4,coco-rem,calibration,zeroshot
000000349230,3,coco-rem,calibration,zeroshot
000000253693,3,coco-rem,calibration,zeroshot
000000557812,2,coco-rem,calibration,zeroshot
000000238448,4,coco-rem,calibration,zeroshot
000000516088,3,coco-rem,calibration,zeroshot
000000141862,2,coco-rem,calibration,zeroshot
000000061660,4,coco-rem,calibration,zeroshot
000000289245,2,coco-rem,calibration,zeroshot
000000401499,3,coco-rem,calibration,zeroshot
000000522452,3,coco-rem,calibration,zeroshot
000000319031,3,coco-rem,calibration,zeroshot
000000505919,3,coco-rem,calibration,zeroshot
000000554643,4,coco-rem,calibration,zeroshot
000000427958,3,coco-rem,calibration,zeroshot
000000314082,3,coco-rem,calibration,zeroshot
000000480057,4,coco-rem,calibration,zeroshot
000000348144,3,coco-rem,calibration,zeroshot
000000206068,4,coco-rem,calibration,zeroshot
000000502978,2,coco-rem,calibration,zeroshot
000000517748,3,coco-rem,calibration,zeroshot
000000457168,4,coco-rem,calibration,zeroshot
000000075522,4,coco-rem,calibration,zeroshot
000000404579,3,coco-rem,calibration,zeroshot
000000179011,2,coco-rem,calibration,zeroshot
000000564936,3,coco-rem,calibration,zeroshot
000000355304,3,coco-rem,calibration,zeroshot
000000504769,2,coco-rem,calibration,zeroshot
000000532245,4,coco-rem,calibration,zeroshot
000000321935,4,coco-rem,calibration,zeroshot
000000271364,4,coco-rem,calibration,zeroshot
000000200735,4,coco-rem,calibration,zeroshot
000000530160,3,coco-rem,calibration,zeroshot
000000115973,4,coco-rem,calibration,zeroshot
000000568256,2,coco-rem,calibration,zeroshot
000000164224,4,coco-rem,calibration,zeroshot
000000118436,3,coco-rem,calibration,zeroshot
000000004309,4,coco-rem,calibration,zeroshot
000000143054,3,coco-rem,calibration,zeroshot
000000121420,4,coco-rem,calibration,zeroshot
000000472630,2,coco-rem,calibration,zeroshot
000000403143,3,coco-rem,calibration,zeroshot
000000103697,4,coco-rem,calibration,zeroshot
000000109558,2,coco-rem,calibration,zeroshot
000000272487,2,coco-rem,calibration,zeroshot
000000071214,3,coco-rem,calibration,zeroshot
000000570963,3,coco-rem,calibration,zeroshot
000000283874,4,coco-rem,calibration,zeroshot
000000019375,4,coco-rem,calibration,zeroshot
000000424370,2,coco-rem,calibration,zeroshot
000000418297,3,coco-rem,calibration,zeroshot
000000144935,4,coco-rem,calibration,zeroshot
000000449712,3,coco-rem,calibration,zeroshot
000000022741,4,coco-rem,calibration,zeroshot
000000242828,3,coco-rem,calibration,zeroshot
000000324052,4,coco-rem,calibration,zeroshot
000000241836,2,coco-rem,calibration,zeroshot
000000253095,4,coco-rem,calibration,zeroshot
000000016523,3,coco-rem,calibration,zeroshot
000000323827,4,coco-rem,calibration,zeroshot
000000070863,3,coco-rem,calibration,zeroshot
000000508087,4,coco-rem,calibration,zeroshot
000000014941,2,coco-rem,calibration,zeroshot
000000575361,4,coco-rem,calibration,zeroshot
000000436605,4,coco-rem,calibration,zeroshot
000000202372,4,coco-rem,calibration,zeroshot
000000568459,3,coco-rem,calibration,zeroshot
000000116031,2,coco-rem,calibration,zeroshot
000000466599,3,coco-rem,calibration,zeroshot
000000214834,4,coco-rem,calibration,zeroshot
000000180966,3,coco-rem,calibration,zeroshot
000000435377,4,coco-rem,calibration,zeroshot
000000225490,3,coco-rem,calibration,zeroshot
000000428152,4,coco-rem,calibration,zeroshot
000000035725,4,coco-rem,calibration,zeroshot
000000072018,3,coco-rem,calibration,zeroshot
000000319690,4,coco-rem,calibration,zeroshot
000000396481,3,coco-rem,calibration,zeroshot
000000237632,3,coco-rem,calibration,zeroshot
000000225989,4,coco-rem,calibration,zeroshot
000000227734,4,coco-rem,calibration,zeroshot
000000185025,4,coco-rem,calibration,zeroshot
000000271490,2,coco-rem,calibration,zeroshot
000000490461,3,coco-rem,calibration,zeroshot
000000361572,4,coco-rem,calibration,zeroshot
000000275657,3,coco-rem,calibration,zeroshot
000000133486,4,coco-rem,calibration,zeroshot
000000054532,4,coco-rem,calibration,zeroshot
000000260230,4,coco-rem,calibration,zeroshot
000000431660,4,coco-rem,calibration,zeroshot
000000364299,4,coco-rem,calibration,zeroshot
000000339536,4,coco-rem,calibration,zeroshot
000000446670,3,coco-rem,calibration,zeroshot
000000440387,4,coco-rem,calibration,zeroshot
000000197616,3,coco-rem,calibration,zeroshot
000000526227,3,coco-rem,calibration,zeroshot
000000423717,3,coco-rem,calibration,zeroshot
000000181223,4,coco-rem,calibration,zeroshot
000000295823,3,coco-rem,calibration,zeroshot
000000044178,4,coco-rem,calibration,zeroshot
000000160101,3,coco-rem,calibration,zeroshot
000000440891,4,coco-rem,calibration,zeroshot
000000286348,2,coco-rem,calibration,zeroshot
000000472614,4,coco-rem,calibration,zeroshot
000000365271,3,coco-rem,calibration,zeroshot
000000521752,4,coco-rem,calibration,zeroshot
000000369296,4,coco-rem,calibration,zeroshot
000000190277,3,coco-rem,calibration,zeroshot
000000482122,3,coco-rem,calibration,zeroshot
000000331395,4,coco-rem,calibration,zeroshot
000000530384,4,coco-rem,calibration,zeroshot
000000443635,4,coco-rem,calibration,zeroshot
000000120380,3,coco-rem,calibration,zeroshot
000000324497,2,coco-rem,calibration,zeroshot
000000295655,4,coco-rem,calibration,zeroshot
000000033172,4,coco-rem,calibration,zeroshot
000000314188,2,coco-rem,calibration,zeroshot
000000365479,3,coco-rem,calibration,zeroshot
000000496097,4,coco-rem,calibration,zeroshot
000000374829,4,coco-rem,calibration,zeroshot
000000440329,4,coco-rem,calibration,zeroshot
000000490405,4,coco-rem,calibration,zeroshot
000000349485,4,coco-rem,calibration,zeroshot
000000127558,4,coco-rem,calibration,zeroshot
000000127259,4,coco-rem,calibration,zeroshot
000000215196,2,coco-rem,calibration,zeroshot
000000543836,4,coco-rem,calibration,zeroshot
000000340217,3,coco-rem,calibration,zeroshot
000000063676,4,coco-rem,calibration,zeroshot
000000122302,4,coco-rem,calibration,zeroshot
000000560511,4,coco-rem,calibration,zeroshot
000000236176,4,coco-rem,calibration,zeroshot
000000237203,2,coco-rem,calibration,zeroshot
000000118330,4,coco-rem,calibration,zeroshot
000000507871,2,coco-rem,calibration,zeroshot
000000244283,4,coco-rem,calibration,zeroshot
000000404471,4,coco-rem,calibration,zeroshot
000000229539,3,coco-rem,calibration,zeroshot
000000241402,4,coco-rem,calibration,zeroshot
000000379188,3,coco-rem,calibration,zeroshot
000000523468,4,coco-rem,calibration,zeroshot
000000258837,4,coco-rem,calibration,zeroshot
000000344920,3,coco-rem,calibration,zeroshot
000000563809,4,coco-rem,calibration,zeroshot
000000499627,2,coco-rem,calibration,zeroshot
000000330701,4,coco-rem,calibration,zeroshot
000000001591,4,coco-rem,calibration,zeroshot
000000000761,4,coco-rem,calibration,zeroshot
000000426551,3,coco-rem,calibration,zeroshot
000000273808,4,coco-rem,calibration,zeroshot
000000208288,4,coco-rem,calibration,zeroshot
000000290379,4,coco-rem,calibration,zeroshot
000000131902,3,coco-rem,calibration,zeroshot
000000185002,4,coco-rem,calibration,zeroshot
000000273600,2,coco-rem,calibration,zeroshot
000000238858,2,coco-rem,calibration,zeroshot
000000393617,3,coco-rem,calibration,zeroshot
000000107519,4,coco-rem,calibration,zeroshot
000000064342,4,coco-rem,calibration,zeroshot
000000538187,4,coco-rem,calibration,zeroshot
000000354070,4,coco-rem,calibration,zeroshot
000000108557,4,coco-rem,calibration,zeroshot
000000045479,2,coco-rem,calibration,zeroshot
000000265677,4,coco-rem,calibration,zeroshot
000000552222,3,coco-rem,calibration,zeroshot
000000426975,4,coco-rem,calibration,zeroshot
000000044523,2,coco-rem,calibration,zeroshot
000000573357,4,coco-rem,calibration,zeroshot
000000530599,3,coco-rem,calibration,zeroshot
000000052086,3,coco-rem,calibration,zeroshot
000000116872,2,coco-rem,calibration,zeroshot
000000496313,3,coco-rem,calibration,zeroshot
000000561589,4,coco-rem,calibration,zeroshot
000000474953,3,coco-rem,calibration,zeroshot
000000089725,4,coco-rem,calibration,zeroshot
000000093604,4,coco-rem,calibration,zeroshot
000000521232,4,coco-rem,calibration,zeroshot
000000426377,4,coco-rem,calibration,zeroshot
000000363986,4,coco-rem,calibration,zeroshot
000000084454,3,coco-rem,calibration,zeroshot
000000421360,4,coco-rem,calibration,zeroshot
000000165455,4,coco-rem,calibration,zeroshot
000000270330,3,coco-rem,calibration,zeroshot
000000214742,4,coco-rem,calibration,zeroshot
000000325220,4,coco-rem,calibration,zeroshot
000000113556,4,coco-rem,calibration,zeroshot
000000253170,3,coco-rem,calibration,zeroshot
000000027642,4,coco-rem,calibration,zeroshot
000000127945,2,coco-rem,calibration,zeroshot
000000090343,3,coco-rem,calibration,zeroshot
000000075932,3,coco-rem,calibration,zeroshot
000000326700,3,coco-rem,calibration,zeroshot
000000019589,4,coco-rem,calibration,zeroshot
000000534736,4,coco-rem,calibration,zeroshot
000000348371,3,coco-rem,calibration,zeroshot
000000285457,3,coco-rem,calibration,zeroshot
000000137301,3,coco-rem,calibration,zeroshot
000000261585,4,coco-rem,calibration,zeroshot
000000025123,4,coco-rem,calibration,zeroshot
000000269325,3,coco-rem,calibration,zeroshot
000000458935,4,coco-rem,calibration,zeroshot
000000043393,4,coco-rem,calibration,zeroshot
000000209286,2,coco-rem,calibration,zeroshot
000000074407,4,coco-rem,calibration,zeroshot
000000307757,3,coco-rem,calibration,zeroshot
000000086292,4,coco-rem,calibration,zeroshot
000000275450,3,coco-rem,calibration,zeroshot
000000108701,4,coco-rem,calibration,zeroshot
000000419216,4,coco-rem,calibration,zeroshot
000000568396,3,coco-rem,calibration,zeroshot
000000518889,3,coco-rem,calibration,zeroshot
000000040874,3,coco-rem,calibration,zeroshot
000000574623,2,coco-rem,calibration,zeroshot
000000485447,4,coco-rem,calibration,zeroshot
000000523754,3,coco-rem,calibration,zeroshot
000000539793,3,coco-rem,calibration,zeroshot
000000521620,3,coco-rem,calibration,zeroshot
000000026833,3,coco-rem,calibration,zeroshot
000000041913,4,coco-rem,calibration,zeroshot
000000150444,4,coco-rem,calibration,zeroshot
000000269346,4,coco-rem,calibration,zeroshot
000000322094,3,coco-rem,calibration,zeroshot
000000325371,4,coco-rem,calibration,zeroshot
000000126229,4,coco-rem,calibration,zeroshot
000000263008,3,coco-rem,calibration,zeroshot
000000328066,3,coco-rem,calibration,zeroshot
000000250790,3,coco-rem,calibration,zeroshot
000000399540,4,coco-rem,calibration,zeroshot
000000061899,4,coco-rem,calibration,zeroshot
000000236282,4,coco-rem,calibration,zeroshot
000000175437,4,coco-rem,calibration,zeroshot
000000297220,2,coco-rem,calibration,zeroshot
000000396420,4,coco-rem,calibration,zeroshot
000000366789,4,coco-rem,calibration,zeroshot
000000049175,3,coco-rem,calibration,zeroshot
000000566668,3,coco-rem,calibration,zeroshot
000000382101,3,coco-rem,calibration,zeroshot
000000207995,2,coco-rem,calibration,zeroshot
000000136683,4,coco-rem,calibration,zeroshot
000000560123,4,coco-rem,calibration,zeroshot
000000517032,2,coco-rem,calibration,zeroshot
000000472690,4,coco-rem,calibration,zeroshot
000000361670,4,coco-rem,calibration,zeroshot
000000419483,4,coco-rem,calibration,zeroshot
000000401785,4,coco-rem,calibration,zeroshot
000000012455,4,coco-rem,calibration,zeroshot
000000246014,4,coco-rem,calibration,zeroshot
000000163985,3,coco-rem,calibration,zeroshot
000000253212,4,coco-rem,calibration,zeroshot
000000232279,4,coco-rem,calibration,zeroshot
000000435076,4,coco-rem,calibration,zeroshot
000000131364,4,coco-rem,calibration,zeroshot
000000298067,2,coco-rem,calibration,zeroshot
000000024923,3,coco-rem,calibration,zeroshot
000000345880,3,coco-rem,calibration,zeroshot
000000223020,4,coco-rem,calibration,zeroshot
000000380828,3,coco-rem,calibration,zeroshot
000000157519,3,coco-rem,calibration,zeroshot
000000209428,4,coco-rem,calibration,zeroshot
000000551515,2,coco-rem,calibration,zeroshot
000000500071,3,coco-rem,calibration,zeroshot
000000513899,4,coco-rem,calibration,zeroshot
000000359131,3,coco-rem,calibration,zeroshot
000000545022,3,coco-rem,calibration,zeroshot
